gesture,gesture_class,index_disdis,index_interdis,index_metdis,index_prodis,little_disdis,little_interdis,little_metdis,little_prodis,middle_disdis,middle_interdis,middle_metdis,middle_prodis,ring_disdis,ring_interdis,ring_metdis,ring_prodis,thumb_disdis,thumb_interdis,thumb_metdis,thumb_prodis
H,8,37.49650818,26.08431049,25.39512712,12.8034914,117.5674885,102.2018565,42.8093512,82.25586464,69.31312571,55.57003097,3.214256556,34.95260228,123.9641665,104.0817948,23.66346848,72.70656645,52.66596387,36.04104931,55.99799059,43.78279263
H,8,56.96215949,46.3760527,27.89771437,35.68216356,107.5089815,87.14530824,29.89467752,64.53237768,84.1248323,68.83850502,25.82234053,49.26469126,123.2866326,99.7510646,26.48810562,66.40547445,64.1635458,35.08698391,21.65307861,9.705964598
I,9,70.90303545,52.25771468,11.87618499,28.50629674,33.46267557,26.2262477,10.61790698,19.28612059,95.8381736,73.93492045,10.35029575,42.25448576,97.8678585,75.71306245,10.00964474,43.92255796,66.24870032,40.67585067,19.76049501,22.46458708
I,9,86.64388199,64.27953609,22.81286135,36.94670366,38.35595074,31.96991113,20.52059737,25.93754637,121.0438061,94.90975112,22.55753042,56.49119021,114.3883634,88.34662865,21.83476389,50.7386417,55.4930563,27.36491132,19.97597241,17.32055565
I,9,75.88234837,52.14739528,17.92509002,21.8918176,23.01148312,14.87922217,11.30726811,7.14099644,81.29259643,56.37858399,16.1144402,22.76217343,80.97198306,56.3564247,13.62390174,23.63399229,70.61136685,44.65462984,10.54387397,24.75175319
I,9,120.102179,101.7055652,36.31308763,75.33447083,43.39517287,36.61910528,20.28449753,30.0343743,131.0034638,108.7433776,30.98040028,74.93351515,118.6286853,95.49710928,25.21862077,61.66462826,82.76851312,61.18555569,15.44850199,38.18281944
I,9,96.86477486,73.61725639,17.03819808,42.82017925,39.46611638,30.07120482,11.88832921,20.96663841,112.8487715,86.70875297,14.82907392,49.17971924,111.667793,85.34260441,13.1046411,47.95147825,84.28508183,56.60935119,21.91632449,33.12641179
I,9,105.6815824,84.29688663,29.06989515,56.79714976,43.34571042,38.03574477,24.16826418,32.50052164,113.0728479,89.04526007,27.75947184,56.26474038,105.236925,81.43241656,26.04481344,49.64476167,77.10866959,51.28659602,20.56808819,28.18136023
I,9,108.2219398,87.91325179,33.0407854,61.57916307,29.81635515,27.03496218,17.7037061,23.75233232,113.7023196,90.78945395,28.82376338,59.52343492,104.080562,81.40055103,23.14400765,50.89113129,75.59277008,56.74334984,14.1304091,33.84693178
I,9,75.88371428,55.03331311,11.73923349,30.40842426,26.21037317,19.71422027,8.24975434,13.56818482,84.75838013,61.59860565,10.69044411,32.29287256,96.7828766,72.58983488,9.521363029,40.29669268,68.44270394,50.41442481,11.16608972,31.76323795
I,9,115.9717517,100.0854431,44.53366701,78.28847976,64.18807162,47.93090366,18.27642513,32.88134816,124.2682743,104.506882,36.07895674,75.54842676,95.68421412,77.01408383,26.75913725,51.73596852,120.3226642,92.75064436,28.33005563,62.14138967
I,9,99.84685993,79.53530586,23.37736394,51.51149837,40.03743282,34.21461399,18.87207096,27.73318764,111.534942,87.91275581,21.05776174,52.91717909,55.67874461,45.70498402,19.51647561,31.89709149,72.15652291,52.70519422,23.68915918,31.00779285
I,9,80.89437441,55.13186314,26.74255578,22.00873101,32.3675015,28.96815337,27.8678215,27.09542482,93.45389677,65.43090843,27.95144345,27.42094386,93.86452264,65.90930345,28.18105501,27.85879381,67.20700509,37.17641446,19.69832258,15.58585494
I,9,102.7546343,81.11523631,16.36905562,52.42858608,35.74298389,28.69882758,6.718473788,20.67999821,119.5031963,94.82676835,13.65686802,59.46960692,111.3268732,87.38983036,10.17605369,53.20836105,67.64562383,56.12105837,7.806241467,35.69500014
I,9,112.4888617,93.71797117,31.55140236,67.64719689,31.37809084,23.01884823,12.11586679,17.38199411,125.1577363,102.1927828,24.3227275,67.60120767,118.2925582,94.26981911,17.01101943,58.24601347,124.852437,90.05526742,20.95797356,49.99650037
I,9,91.88029097,73.09214642,22.72688464,48.81873802,30.81314969,26.72421309,15.68953265,22.4310085,102.4331536,80.9085141,20.79545421,50.75086249,96.60905862,74.87748204,18.27634381,45.11771421,59.02439468,39.05566669,14.73082997,28.55858385
J,10,71.51868099,48.45150174,60.31868328,35.11040655,114.9907167,99.51943236,46.7675387,81.18603697,70.39100653,43.57978291,42.25567202,19.57980707,72.89737396,55.32816223,38.68831107,43.57939883,62.42132625,68.55091031,86.54724712,78.13414069
J,10,66.7368893,49.08368788,70.75454245,50.69148723,93.42106206,81.4655315,35.87461852,66.46403385,52.90961366,24.48360381,44.60942777,24.05053674,56.37481532,35.50188302,29.98535914,33.33408657,76.34615345,77.69235916,94.34007433,87.96190188
J,10,59.95565954,42.02599219,63.01486507,41.99732499,104.2332527,91.44798697,44.47242454,75.73769076,50.93406533,24.86207543,40.78712123,20.32783368,59.1818571,42.10515552,33.87535756,37.28040625,74.77947965,80.46614234,82.73551019,82.58957222
J,10,73.70031032,51.82350233,62.0434913,39.2400571,98.67681278,83.84364766,32.87686035,66.31257166,65.32899514,37.44656953,33.73746434,8.716886477,70.04893715,49.35843297,19.463973,32.90006853,78.81975495,81.41094853,102.1106502,87.49760382
J,10,84.38217986,65.2423896,72.11051563,54.33507122,90.91108654,76.00629975,24.37507566,58.13197912,71.16854458,44.42600836,44.86653661,20.24234339,64.50989671,39.46977331,25.46378404,18.02551303,90.60766623,94.92504026,103.5103299,100.3561805
J,10,62.34514277,41.28775624,50.49309586,31.48328499,111.710017,95.80569262,41.87713808,76.98948222,63.52788012,39.5136349,32.32855014,19.76749208,71.30120797,54.72881399,30.1476292,42.17299492,73.65929357,66.91717262,69.62142129,70.15675348
J,10,68.40731159,47.14390286,66.75833485,40.64736689,115.3715436,98.17556889,40.42612242,77.91080527,61.00657337,33.1497256,44.64406193,16.29110371,62.5337944,45.04864136,35.48007003,38.76304787,75.10846174,81.30938089,91.67715707,85.07747695
J,10,71.64143418,48.8157925,59.29775818,36.15254265,101.7330701,87.83328649,39.40226557,71.27140502,67.83287967,39.28459136,33.40032505,12.72050262,71.85713639,49.67983551,25.44513456,34.77257172,69.68255155,76.30257943,91.70703028,83.61705388
J,10,48.05048718,29.07835051,71.99504537,34.580666,131.1961374,116.322518,64.57645648,98.32144902,54.42444395,36.53518455,64.93977804,39.21217526,60.46574576,53.56373097,63.4327616,60.78032912,50.14562882,57.1647785,90.50560851,75.75261846
J,10,79.39162312,56.5957106,63.816004,41.33150468,100.3755329,85.67601264,34.24211045,68.14913017,75.87816095,46.72587642,31.25562526,9.761213002,77.642543,53.37946401,15.58367467,30.36244317,80.22529902,85.2898669,102.1473258,95.83272321
J,10,67.37373319,46.30773882,58.47617489,36.58898118,108.3532372,92.77379032,40.0836954,74.41683893,62.87867883,35.77015086,36.34096094,11.30167145,66.30450939,46.73183879,29.93516329,34.00075098,68.14404955,71.37056176,80.79708901,78.70863121
J,10,68.37826649,47.53899894,58.26386623,39.33983448,106.8159236,91.71356388,41.12363717,74.00930115,63.19741393,36.6257419,36.17559399,18.08405271,69.33603587,50.41769742,30.1002246,38.16722097,73.0155762,76.96975426,86.12008827,84.29259654
J,10,34.49267199,27.6335926,62.45307248,40.20103669,107.8948416,92.36604014,37.90491607,73.73218483,42.56879016,19.29441763,42.80947779,19.73870697,46.35940582,33.89582707,33.34598706,33.98228868,79.61809753,89.06937206,94.78652937,100.1959459
J,10,79.05097042,58.01877605,64.43313416,47.67949268,101.1985765,87.17346084,37.3887817,70.2031774,72.0019406,43.77705672,38.36068792,19.87349999,73.66194877,50.30129454,26.66902605,32.47794163,76.91805462,82.65051851,90.86778105,86.05518206
,11,24.0986984,20.78777446,11.69961446,15.49666992,74.87628272,53.56078465,5.825006078,30.31684055,86.98965065,66.97436013,9.446626759,39.61180844,99.98542634,76.44315084,7.152570086,42.85369998,93.96670537,70.13019892,7.305032882,38.08207265
,11,23.61569123,21.23912359,8.006484418,17.0430662,70.3082281,45.50558338,18.99422441,17.47779769,104.9068098,79.85062386,11.18870246,41.42581531,95.20359628,69.29330624,15.13449236,30.75809685,88.66220766,70.51818454,10.36972162,43.74703301
,11,15.87580564,13.0517626,13.80590574,10.96459075,88.18360707,66.67733875,3.551734507,42.40689653,90.73355891,73.46854649,9.976711187,48.23043206,115.1194674,91.23111866,5.972062764,56.18049338,84.68636441,58.12967983,8.399359011,30.87981739
,11,20.59732951,17.08355543,7.421506855,11.41332836,86.01643898,63.60654561,4.134202108,38.76288995,76.51438745,60.53880587,5.507242305,37.88868645,111.0059781,86.64911369,3.509905526,51.23058645,80.4553493,57.69835334,4.432187081,28.76138691
,11,31.91325673,28.47799932,6.309174186,21.72565749,76.55169763,55.16830228,8.984974707,30.9739781,53.03908929,40.72223823,7.006481428,23.25759575,98.23559238,75.36904241,7.938555124,41.34309344,79.73389309,53.05071916,9.130673187,25.63074509
,11,20.29915824,25.03156999,18.336277,28.00225317,67.6419271,44.86089201,15.34851445,20.11371151,52.71292426,36.29317712,18.07538029,13.78933342,88.58139652,63.79746931,16.85603539,28.57327588,79.30746383,53.09774459,4.515467433,23.56616493
,11,15.45486871,14.21982805,5.470852416,10.02101183,76.64743153,56.04302319,9.417034122,32.83827234,45.84228276,35.76176369,4.956772314,21.56419487,100.5398768,77.82350691,6.926036414,44.08312934,77.01833431,50.31212116,3.622619347,23.67203054
,11,11.2656899,10.29875934,12.37000111,11.35561438,75.42400743,56.96153844,11.83744509,35.6562804,55.89499401,42.89408151,11.7395857,24.01843306,92.84053703,72.76352843,11.57469693,42.36866877,60.52272151,41.34216229,14.39791601,20.40912747
,11,11.65425508,10.27903369,11.22723098,9.681408496,80.14346676,57.64832979,3.868280654,32.99833563,51.57075995,41.96638359,7.274580315,28.06519518,104.3223489,80.09333166,3.378927257,45.26780369,86.28980415,62.79315097,3.377757105,31.00446042
,11,13.093433,14.16248345,4.286414625,17.13896125,82.84509456,60.85860678,4.082550441,36.68375594,61.36945661,48.88068744,3.314680439,29.83227872,101.6967056,77.8148462,3.194542642,43.63681376,52.39720297,30.94315822,5.566294689,8.873743682
,11,22.515036,19.24839079,10.68723473,13.70613195,76.67488543,56.89046157,4.05119138,34.62760449,58.17982139,45.88370382,8.444764994,28.74685368,98.76253305,77.22651304,6.048553924,45.25389125,69.68303571,49.60246623,8.715526698,25.94968807
,11,21.17537986,18.94891859,5.700161821,13.63702005,88.32588364,64.86760947,4.426461512,38.92473691,64.45177395,51.02562069,4.695570909,31.96018876,112.5347068,87.25444176,4.005493401,50.63301734,77.26193711,54.86706617,6.708078879,26.30330083
,11,41.49217108,36.67974157,10.73775958,28.2280672,74.99883338,53.66342267,17.88380518,30.25009714,35.96896634,25.69081672,13.27404815,12.52906803,95.40144732,72.45104508,15.75739406,38.76860907,67.25826459,43.21382297,11.53649318,15.98079623
,11,,,,,,,,,,,,,,,,,,,,
L,12,17.55495493,13.04335468,11.75690263,9.257222884,70.21171101,47.32106273,18.80384265,23.25276822,97.83012243,72.74046612,14.34117522,36.30439698,94.21370206,68.87981647,16.78691027,32.81186594,19.32588791,18.33602647,7.453999582,14.61080223
L,12,28.65648372,21.68159262,4.590286847,12.68485853,77.1504072,54.41386218,14.55899667,30.21883192,106.6960139,81.46569592,5.91317389,45.14791379,100.3368953,75.44461265,10.31124668,40.07737449,13.32723194,13.01519891,7.779586414,10.54057713
L,12,23.18996716,18.30789507,6.682051459,12.68161582,82.94450377,59.68377913,10.35849257,34.00794784,116.4701013,90.40958672,6.846058584,52.20094575,111.7138293,85.55561234,8.154425827,47.86794865,9.878607595,10.57444302,11.79469178,11.27986688
L,12,39.20845926,32.90614521,11.94213732,24.65655526,89.60280543,66.15095683,6.050112173,39.47801048,121.9897934,97.38624813,8.807782058,60.08655886,117.4199327,92.4705213,5.923342601,55.06500189,6.566073061,4.837471721,2.493170273,3.812619295
L,12,37.74929614,33.57785494,21.92664682,28.47476674,74.40667725,51.3069287,14.74599009,27.06296909,103.7139554,79.12418751,19.12435083,44.72974034,101.1919307,75.96587541,16.47494484,40.88056333,12.11148251,13.84557481,18.5584981,15.66380788
L,12,24.05326567,19.52131577,10.27230045,14.41189552,65.92324403,44.8177305,19.07327744,23.19925564,95.14642331,71.06767381,12.96409879,36.67632505,91.10752412,67.03763851,16.06808039,33.4279544,28.08967676,26.28844627,8.004513945,19.25256621
L,12,33.81055546,29.16546665,18.20273097,24.02768601,73.73494199,48.38085841,17.73074815,21.08382704,104.6482567,76.91762069,17.06794338,37.898404,100.4240537,72.42590219,16.83826234,33.27254713,24.04585428,20.8941694,15.71102055,19.23797161
L,12,25.64267572,21.4622503,13.39395006,17.07252398,72.16842788,49.23289318,15.47764304,24.23659826,104.5168695,78.89245722,13.40924122,41.62446363,99.17276131,73.36079722,14.14040028,36.55770947,21.22811336,21.10978138,10.26177935,17.25189725
L,12,23.05133586,21.5074756,18.79200845,20.23250489,69.74133516,50.5892418,9.208220091,29.12057947,47.89484347,36.3456794,15.4885829,19.68465313,82.15055758,62.50482669,11.89108252,33.52230121,65.97555259,48.27607804,11.94903568,29.09445349
L,12,28.13134832,23.60122896,11.80872213,18.26242655,73.67238803,51.60527611,11.46194725,27.30168012,108.1537531,83.52764432,10.56210503,47.47295254,101.7910068,77.05530773,10.35032409,41.50605384,13.9157826,13.44059447,8.743777386,11.80334784
L,12,17.44726703,13.91128856,10.48617345,10.98224133,81.96151642,58.52815768,16.39234384,33.21068554,89.09577954,66.16575914,12.21002805,34.12988762,109.2744786,82.9204281,14.2825333,45.29419129,23.1924326,22.94042299,13.24036777,19.59792667
L,12,30.69914762,25.88095587,10.23066963,19.72510752,71.75244189,50.08800288,12.25743919,26.77319733,104.4006404,80.43130513,10.18553844,45.9017902,99.52193508,75.48359209,10.71748039,41.50510907,12.6310169,11.85926748,5.133942642,9.322697638
L,12,26.60189593,22.06490061,9.999491191,16.5357261,68.96924116,45.21105004,15.97422182,19.850484,100.2858929,74.57237485,10.723835,37.67272522,95.77461462,69.64125179,13.04510784,32.63262705,26.99129788,24.0631365,8.616232381,15.24328584
L,12,32.70242056,26.9029551,8.277280315,19.37881962,77.10519648,54.37453758,11.26527212,29.54208682,104.0249723,79.58341804,8.078510413,44.18726755,103.6086726,78.53355725,9.156314239,42.62311574,12.91454366,11.21760131,5.581640713,8.357965014
M,13,116.3586646,84.84695345,34.71007612,42.74321031,96.53586931,65.75917631,47.46901488,37.76616758,132.2209204,97.55094489,40.27116868,48.16427959,124.9658263,90.30316113,44.382742,42.63735167,67.3184602,58.81098364,18.0965584,25.05477539
M,13,83.85822357,61.19864886,14.44772274,27.87444154,61.43651966,40.70053537,8.231548888,19.76267524,97.55291141,73.2322828,12.25243791,34.58537824,74.45680992,50.74748587,9.880415587,19.39760634,104.1315376,69.77932258,9.549993162,32.93907737
M,13,81.42746187,60.51785385,20.0517488,34.86137174,65.76429201,46.450023,15.35254477,28.05174818,94.68030385,71.1906733,18.30875561,39.60644135,77.63575958,56.19568748,16.64593134,29.93551203,94.5981271,60.99091693,21.22619916,29.34356359
M,13,59.5050035,36.12792133,23.33935853,7.708009196,66.70763365,49.30028185,20.78534603,33.74370835,73.53556665,49.00697685,19.82756747,17.60615096,69.50854139,48.39891518,17.82029516,24.06774836,76.15953353,49.9139164,28.95562203,33.06073004
M,13,75.29050432,50.11431611,29.21025083,29.00137648,43.99479268,30.25461984,22.50998341,23.83199359,78.10496499,50.39270842,24.77579742,26.34849197,53.68088973,37.20032974,22.10180676,25.18843587,95.46097429,68.06935148,30.68596246,42.84043882
M,13,74.58895522,53.64605193,28.91946979,29.61363871,22.28059549,15.09641312,17.77062554,14.17895717,74.00887571,48.8498379,21.71458872,20.83975799,37.44893511,25.96598044,17.57100265,17.08395583,110.8980575,83.76122833,35.1147401,56.08121738
M,13,109.3699416,86.99850199,45.23116303,56.99056374,104.6400397,84.42258291,32.50828059,61.86676055,124.7775095,102.4030995,38.43453298,66.96495129,118.8192207,97.99809125,33.45916013,64.86956736,56.60792314,26.8109145,39.051606,21.29316314
M,13,104.4504269,92.81667583,50.8455406,77.16993721,61.42860195,49.97664834,29.54450668,40.66193066,107.5656856,91.2645216,41.19718408,69.33666614,94.80271783,80.67950599,33.58571834,60.31228699,116.723897,91.20517021,62.44438791,72.59638225
M,13,59.99840017,34.4002514,39.20968241,10.69291646,56.99320235,43.85558308,27.37564425,34.01392096,75.85503126,49.49175785,32.08983633,11.70772203,60.84757579,40.44769476,27.3125147,22.61746317,95.25894176,71.04000697,26.58393756,46.66970613
M,13,65.56705943,39.42996623,20.00777827,9.960663463,58.77678429,38.09432836,3.262630966,16.15005378,79.66673939,52.14621212,15.31027993,14.7573927,69.2311437,44.02585814,8.824383867,9.674618468,67.45425436,49.49959629,7.239300619,25.43250823
M,13,70.58019624,46.59097463,20.23970397,14.61136272,61.93220992,42.80106067,14.39237297,24.48650741,84.13480021,59.0994553,18.79675446,23.34232322,71.28227075,48.46303267,16.13866367,19.25073572,69.61468341,44.15785867,10.74345929,20.86465987
M,13,79.06511187,54.29231835,26.39448436,18.12469577,66.04419545,42.42784811,12.67373611,17.303739,92.69159707,66.41691795,22.80081927,25.01192334,75.18829021,49.16134747,17.63124932,13.71631612,83.72841857,52.05422776,9.084991884,24.33499308
M,13,67.14024703,44.4627062,15.94020864,15.9530417,57.31089723,37.07124966,14.87989575,18.48283599,82.29950574,57.50395328,15.75706336,23.17672773,66.95593639,44.56463554,15.1404998,17.40077326,66.43672016,42.98982033,24.14185839,29.91413057
M,13,69.95000747,43.14189544,43.01802449,13.92632339,89.77019555,75.06926469,50.49296733,62.22864816,84.41241721,57.11778768,32.68600173,16.99662008,85.6029258,63.53056764,36.95953441,40.07587801,67.45048797,49.27408341,24.49550461,37.38768604
N,14,59.13391717,33.58425189,22.66220223,16.2982837,49.16384481,29.83957338,27.61995545,20.28549231,64.23220624,36.95329257,26.00598917,20.38890971,63.33765702,40.00864276,27.20776571,17.69094617,59.86396191,31.74712104,11.56343639,14.9817284
N,14,88.54200814,64.38145977,39.9406373,39.45648734,91.61004139,69.00120954,23.80660224,45.06940887,102.1865321,75.97021201,34.15785951,43.67491753,101.8663274,77.22332549,28.25102077,45.09398473,48.87755126,27.92785162,31.86494807,19.78363325
N,14,53.89367358,32.29413814,35.39295112,14.66577788,56.24616925,35.23527777,31.76713732,20.77518483,62.57659147,39.35850321,35.1416897,17.36255726,63.13775492,39.91198165,33.55800521,17.47801036,54.75059916,35.36999554,18.71931515,25.90060761
N,14,79.07578139,53.66203044,22.2690421,24.18882252,65.16656473,42.90571421,21.16077305,24.15177857,84.43802094,57.15385778,21.61084429,24.63784202,81.92366879,56.67817898,21.23961445,27.22008693,87.75507499,59.89344329,21.84022311,32.90249334
N,14,70.6906062,44.39177997,17.79081447,18.00308856,35.56011507,22.92832101,21.9676164,20.4858275,74.74542967,45.46080571,18.76475633,17.83052942,49.37524415,30.36895493,20.32540929,17.48106627,86.56929631,60.90061816,18.02402858,37.68041041
N,14,58.29188035,36.10966441,16.28798433,16.75203021,34.87794589,18.93486351,22.16122587,19.76894993,57.25791357,34.29900106,18.31036786,17.56675976,48.35758427,26.98748739,20.30288289,17.29532357,58.33678277,43.42154961,19.61234452,26.93287616
N,14,56.43960835,36.14443289,20.25399257,18.09788071,65.98343902,53.46403645,33.27460379,44.06734549,71.95454542,50.66104712,22.54706786,27.92910341,72.86143064,54.73181262,26.92638455,36.3525603,68.02629776,45.63272044,33.40703533,34.9047302
N,14,67.39457292,46.41570906,21.75246095,21.18798499,44.39006765,26.87512921,32.67510873,18.79335281,70.67954655,48.19918296,27.13063511,20.65152079,65.41661186,42.85689933,30.56324399,17.92754527,86.21424234,60.00804774,9.164974398,31.75168007
N,14,58.71158871,36.89288966,18.26375641,15.31977068,60.88202382,44.01220774,20.98044413,31.48230208,69.49028825,46.37607107,17.75403979,21.33675647,69.21282313,47.57051789,18.19633314,25.16201581,52.01689495,36.65205415,32.93638159,28.9675444
N,14,61.63469916,42.83146448,26.2722019,24.28531171,59.35817048,43.68284357,19.48157025,30.25469724,76.32755747,56.08613207,24.71757042,31.75253351,60.01117038,41.97383841,21.97431264,25.52966875,66.45262488,46.57551873,12.25918786,25.55740148
N,14,76.67809158,54.69808817,42.89649068,39.8398134,83.30890614,59.5674355,25.97742918,36.26948335,91.24604898,66.7594357,37.58164861,42.21573297,93.95795777,69.59728082,31.17669111,40.71329706,29.59104284,25.09775146,23.42055995,18.79906789
N,14,70.71195882,49.05881858,16.27191064,26.71495255,49.65293704,31.18521331,22.8380983,20.67946532,72.74835873,48.29356876,16.71178665,23.09502351,69.47595805,47.6353579,19.3763096,24.16912051,76.19417821,52.65133965,13.59088617,30.00465005
N,14,61.22255136,41.71469356,24.16573787,18.91827315,44.84605356,22.14826715,21.96588289,10.12725273,65.94210233,44.99173807,24.62067626,18.89489515,59.01895154,33.64752455,23.51730258,9.139589709,72.58349486,44.89633794,6.936492454,25.61592992
N,14,57.6993236,37.38554702,13.81706911,17.02232924,33.02726543,19.6222144,16.93094527,17.29378052,54.11793005,33.23930575,15.05032017,14.98149626,42.95780693,25.90642418,15.93043733,15.35328375,68.8727548,46.35300998,15.21788597,26.74201134
O,15,56.75699317,36.02789039,52.15333955,35.17415073,74.21804053,57.43616888,29.85027929,44.16844423,70.05683181,41.09869505,28.24193843,5.364209578,75.5912176,50.87151909,17.01381291,24.41884777,49.40902031,47.17062977,50.10312667,49.30371363
O,15,70.26918606,52.71236891,53.66723669,46.42902363,94.29959488,71.51649987,23.05810362,48.11237931,80.52087227,53.98557343,28.53252658,24.96487129,82.14882704,55.88216419,7.554687658,22.05847749,36.71535652,35.91277834,38.84278578,40.13403983
O,15,67.22200848,51.47907225,60.6548802,50.52300646,56.38096562,45.3060214,24.63083432,36.10425058,66.52395066,38.74004056,35.99439855,15.41159355,71.87801731,45.94884854,19.3762546,16.93384551,61.45695474,58.97238277,62.33462774,62.29565227
O,15,52.32192322,37.41059236,52.97295973,41.57468675,64.37892373,54.6652756,29.1784041,44.82392822,59.1177698,32.87223664,32.3130481,14.08765348,45.24526687,36.09996429,22.29855424,27.10628094,57.59863917,52.30790113,58.67994418,54.975756
O,15,45.93494163,39.43841145,62.58400207,49.48818923,55.48723856,41.0514828,20.76244002,28.62041682,54.83355307,30.11993539,43.04202584,21.09725827,41.21866367,26.82647304,27.11956922,16.54299081,55.06410777,52.27540891,59.82599468,53.49547344
O,15,46.20284256,31.2139117,61.86597451,42.72697655,59.58177578,52.52421493,37.47250665,46.54995528,53.85557561,27.32605588,44.70305715,21.06288092,36.60504954,31.76308535,36.18723467,32.30887492,60.6613821,52.26803351,60.07443357,53.13098021
O,15,45.34872474,26.81799533,50.34566132,30.15709819,72.01039324,63.32990581,49.94442404,56.85255761,63.6446209,41.56733427,43.13660137,28.68142642,74.65976118,56.9305544,44.34286523,44.20842862,53.97910188,48.13397705,41.48179942,43.47052915
O,15,49.66405968,40.4725936,56.78797611,44.04156231,64.05388845,46.61603298,23.34538655,32.49692925,55.92647201,31.95526596,36.3097913,13.5205528,62.69639863,39.75711613,22.25274038,15.64673756,52.7752699,51.45947855,52.20517042,53.55095483
O,15,43.05129738,37.86025444,51.55199861,42.11706728,84.90321017,66.03342956,28.10986075,48.38737468,66.90261946,41.62633997,26.16491506,14.78099425,78.5265284,55.37536551,11.55320646,27.76240282,49.5334139,46.53591777,45.31347783,47.84231853
O,15,65.41540131,50.92752346,60.78014056,50.24805674,75.13060641,57.17322767,21.46902026,40.79996203,64.13695514,37.44543082,34.41589733,12.71643826,72.0768186,47.27020639,14.61031451,17.91350575,63.66579981,62.25759862,64.66160301,66.21840988
O,15,50.60686741,47.74019876,66.6317896,57.05864997,45.36733189,28.81137681,17.5640705,18.91156847,42.791413,24.85597197,45.78652242,28.86259341,44.33889994,21.56500596,27.1772557,11.04844923,56.98907937,56.34838471,54.03408482,56.84142141
O,15,72.55281429,65.19487998,72.59778941,67.91173403,64.74950527,53.04655978,33.94432042,44.89858807,57.87589775,36.49988133,47.30611722,30.2203994,54.07608489,30.89210197,31.10983909,16.98404094,70.28669535,68.69026448,64.61478253,73.60761116
O,15,49.32641796,31.10925741,45.89227404,26.05195682,73.5430953,59.73277766,28.96575836,45.88168823,72.39479825,51.00004052,35.98790747,28.3182846,74.73595733,55.9016603,29.44502991,34.37779683,40.5016489,37.18553703,39.25898748,42.60725113
O,15,50.82168416,37.74884928,57.97816715,44.24361354,67.17221709,61.7137379,40.46630689,55.77835571,49.44527118,22.49456047,36.84742883,13.98783119,61.23632833,43.29257183,30.57870277,33.36592567,58.6624469,58.5866239,59.23363579,63.53911402
P,16,92.6534839,76.26324075,29.57993207,55.07421882,88.03792191,63.94075899,33.67529964,39.20891536,133.892744,107.2281201,32.79803594,68.39258005,118.7104664,92.60620572,34.21712765,55.79022859,52.82732603,25.14614189,84.70987936,30.37649315
P,16,94.1808938,79.52207172,29.79268345,60.11266131,86.58486289,65.05153181,15.68414266,40.36554628,134.4733647,112.2832833,25.65407332,76.63110508,105.0623845,92.17683693,19.83514659,64.92791858,129.3973067,94.02842579,24.971432,49.34416239
P,16,73.26170225,58.57612731,19.46185603,40.05923726,102.0933379,75.36819693,15.62848948,45.0847052,127.4587836,102.5551192,17.01165773,62.97796196,131.1529764,103.0444521,14.71111557,60.94259119,79.90175781,53.14539984,62.74667511,42.56651536
P,16,89.28228337,73.47088886,28.00708769,52.83535341,103.6287587,79.8433559,15.32168898,52.12506322,129.2607579,105.855127,24.94431976,69.83883582,122.1207041,99.08285123,20.15996995,63.80939405,40.92114171,34.30139671,98.57039064,58.92111884
P,16,96.28132238,79.74669376,21.61714464,57.37522403,105.9410844,79.83740256,12.71596367,50.56078531,151.1327413,123.4572308,22.73268429,81.26261084,140.8550336,112.8549922,19.06599879,71.28731974,71.41862414,44.88575513,58.65539088,23.43469868
P,16,34.23207438,32.54129514,52.20173155,42.77549447,55.90905401,39.9649044,21.20914293,28.17636358,58.15666167,34.16642202,32.020402,15.21642465,64.12163011,41.01510532,16.93327279,15.37757344,43.3898774,41.27849139,38.97977181,39.5429149
P,16,76.22808337,62.37469101,47.95342193,47.63616049,88.02532481,70.03732474,26.00843243,50.98193565,99.12727664,77.09829398,40.11138024,48.47357252,101.8292368,81.51431781,32.61673429,54.15011947,71.11258383,50.88605348,60.61691421,41.74401925
P,16,91.52437628,77.13218069,35.35833885,59.16044405,102.3439078,81.76883872,23.78656424,57.88712519,144.5092498,117.0131271,34.72490566,76.95155279,123.872319,102.4117564,30.55091152,69.61673481,66.32817434,41.27760593,60.5588316,39.17111806
P,16,88.32450523,71.91175446,19.1815333,50.90229738,82.20469601,58.97214438,22.14022591,30.01213073,125.4731596,101.4893965,14.70488668,64.36589826,110.7613813,89.86308493,14.73213954,54.38569119,92.05869046,59.14170525,42.07299603,29.3977282
P,16,52.10477236,42.50634294,21.08890362,30.83298192,101.8832307,83.13512922,21.79138743,60.41140373,106.5451303,84.23575966,19.33384518,52.98552069,118.847772,97.54015577,19.89988619,64.24396136,53.83254817,41.64300676,27.84160755,25.28074471
P,16,77.10533942,61.14469956,24.75322268,40.69256753,101.4413122,75.39847885,8.161708756,45.68812112,118.5828841,92.57870574,19.42493922,54.71976241,122.5385132,95.23741212,14.06139769,54.68086177,68.58405329,47.28998118,81.06770825,55.25548255
P,16,70.05744867,52.68866677,23.29054031,31.16008614,79.44223904,62.83318202,20.34834707,42.17827653,114.6185062,88.31420405,22.3426655,50.03475538,109.6894861,84.15007064,21.45210471,47.89066027,67.88627503,46.42549951,27.74407978,27.11606622
